OBJECTID,UNIT_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,LMS_ID,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY
5039,6234,Roy Campanella Park,Roy Campanella Park,Open Access,9.94920966,9.94920966,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Fair,0.32,0,1,4,0,1,1,0,0,3,1,0,0,0,1,0,2,3,6,0,Local Park,3000028,33.89813357,-118.2599075,14812 Stanford Ave.,Compton,90220,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>June 18th to Aug 20th, 2022<br>Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>","General: (310) 603-3720; Reservations: (800) 404-5888; Aquatics: (310) 639-1543",Yes
5040,14365,Carolyn Rosas Park,Carolyn Rosas Park,Open Access,6.90084394,6.90084394,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Fair,0.35,0,1,2,0,1,1,0,1,3,0,1,0,0,1,0,2,1,6,4,Local Park,3000139,33.97920709,-117.90233816,18500 E. Farjardo St.,Rowland Heights,91748,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (626) 854-5557; Reservations: (888) 239-6700",Yes
5443,45859,Orange Grove Park,Orange Grove Park,Open Access,5.42,5.83298581,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Good,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,1,9,0,0,Local Park,3001548,34.01204899,-117.99695402,14505 Orange Grove Ave.,Hacienda Heights,91745,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (626) 333-1369; Reservations: (888) 239-6700",Yes
7045,14990,Vasquez Rocks Natural Area and Nature Center,Vasquez Rocks Natural Area Park,Open Access,945.17379292,945.17379292,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Natural,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000168,34.48060049,-118.31483145,10700 W. Escondido Canyon Rd.,Santa Clarita,91390,March 1st to October 31st<br> Operating Hours<br> Tuesday - Sunday<br> 8:00am to 7:30pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 7:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Operating Hours<br> Tuesday - Sunday<br> 8:00 am to 5:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Staff and Programming Hours<br> Tuesday - Sunday<br> 9:00 am to 5:00 pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 4:30 pm<br> Closed Monday<br> <p>,General: (661) 268-0840,Yes
7846,35773,Chateau Calabasas,Chateau Calabasas,Open Access,83.44788475,83.44788475,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Undeveloped,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.12565945,-118.6469229,,Calabasas,91302,,,No
9851,6186,Del Aire Park,Del Aire Park,Open Access,8.06281542,8.06281542,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Not Reported,0,4,1,1,0,1,0,0,0,2,0,0,0,1,1,0,3,3,9,0,Local Park,3000043,33.9179833,-118.37537914,12601 S. Isis Ave.,Hawthorne,90250,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (310) 643-4976; Reservations: (800) 404-5888",Yes
10653,6783,Marshall Canyon Regional Park,Marshall Canyon RP,Open Access,277.08894089,277.08894089,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Nursery,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,3000102,34.14717895,-117.74001231,6550 N. Stephens Ranch Rd.,La Verne,91750,"Year-round<br>
Monday - Sunday<br>
6:00 am to 5:00 pm","General: (909) 596-5568; Reservations: (909) 593-3036",Yes
11451,6712,Loma Alta Park,Loma Alta Park,Open Access,18.03996848,18.03996848,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Good,None,0,4,0,2,0,0,0,0,2,2,1,0,0,1,2,0,2,13,3,2,Local Park,3000091,34.20204151,-118.15773337,3330 N. Lincoln Ave.,Altadena,91001,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>
<p>
Parks After Dark<br>
June 16th to Aug 6th, 2022<br>
Extended Seasonal Pool Hours<br>
Thurs, Fri, Sat<br>
6:00 PM to 7:30 PM<br>","General: (626) 398-5451; Reservations: (800) 267-2757; Aquatics: (626) 797-8903",Yes
11452,20,Loma Alta Park Staging Area,Loma Alta Park Staging Area,Open Access,3.11296378,3.11296378,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Special Use - Staging Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000090,34.20247214,-118.15633035,,Altadena,91001,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",,Yes
11851,6972,Eaton Canyon Golf Course,Eaton Canyon GC,Open Access,72.0242123,72.0242123,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000051,34.16531525,-118.08040464,1150 N. Sierra Madre Villa,Pasadena,91107,<Null>,General: (626) 794-6773,Yes
12251,50008,Blackwill Equestrian Park,Blackwill Equestrian Park,Open Access,8.39921984,8.39921984,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Park,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3001779,34.03095662,-118.04022563,10149 Rooks Road,Whittier,90660,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",General: (626) 575-5756,Yes
12252,34,Frank G. Bonelli Equestrian Center,Bonelli Equestrian Center,Open Access,7.09972442,7.09972442,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Center,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3001787,34.08073495,-117.78678828, Via Verde and Camper View Road,San Dimas,91773,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",General: (909) 599-8411,Yes
12253,5,Hasley Canyon Equestrian Park,Hasley Canyon Equestrian Park,Open Access,2.59992399,2.59992399,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Park,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3000065,34.45197896,-118.63590644,29201 Avenue Penn,Valencia,91355,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",General: (661) 257-4050,Yes
12254,15,Los Pinetos Rest Area,Los Pinetos Rest Area,Open Access,0.18051475,0.18051475,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Staging Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000094,34.35628708,-118.45077505,14445 Olive View Road,Sylmar,91342,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",General: (626) 575-5756,Yes
12255,37,Marshall Canyon Equestrian Center,Marshall Canyon Equestrian Center,Open Access,4.68491317,4.68491317,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Center,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3000100,34.14362173,-117.75118677,7000 Esperanza Road,La Verne,91750,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",General: (909) 593-8739,Yes
12256,40016,Schabarum Equestrian Center,Schabarum Equestrian Center,Open Access,3.37207605,3.37207605,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Center,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3001793,33.97943371,-117.92811808,17250 East Colima Road,Rowland Heights,91748,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",General: (626) 854-5560,Yes
12257,35,Whittier Narrows Equestrian Center,Whittier Narrows Equestrian Center,Open Access,20.50517342,20.50517342,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - EQ Center,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Natural Areas,3001805,34.02876892,-118.04281119,12191 Rooks Road,Whittier,90601,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 7:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
8:30am to 4:30pm",General: (562) 355-5765,Yes
12258,1,Marshall Canyon Staging Area,Marshall Canyon Staging Area,Open Access,1.8945222,1.8945222,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Staging Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000103,34.15180788,-117.74588584, North Stephens Ranch Road,La Verne,91750,"Year-round<br>
Wednesday - Sunday<br>
6:00am to 5:00pm",General: (626) 575-5756<br> Reservations: (909) 593-3036,Yes
12259,40005,Albatross Road Rest Area,Albatross Road Rest Area,Open Access,0.29487336,0.29487336,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Rest Area,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3001777,33.98913333,-117.92331363, Calle Barcelona & Saleroso Drive,Rowland Heights,91748,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",General: (626) 575-5756,Yes
12260,11,Walker Ranch Trailhead,Walker Ranch Trailhead,Open Access,0.0740528,0.0740528,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Trailhead,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3001799,34.37805885,-118.44266986, Placerita Canyon Road and Placerita Mountainway,Newhall,91321,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
8am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday - Sunday<br>
8:00am to 5:00pm",General: (626) 575-5756,Yes
12261,100028,Knollwood Pool,Knollwood Pool,Open Access,0.364515,0.36451548,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Pool,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Local Park,3000078,34.2887959,-118.49988963,12040 Balboa Blvd,Granada Hills,91343,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Closed 2022 Season",Aquatics: (818) 368-4758,Yes
13865,45404,La Mirada Golf Course,La Mirada GC,Open Access,130.15291868,130.15291868,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000083,33.905813,-117.998235,15501 E. Elicante Rd.,La Mirada,90638,<Null>,General: (562) 943-7123,Yes
14275,6906,John Anson Ford Amphitheatre,John Anson Ford Amphitheatre and County Parkland,Open Access,31.56647577,31.56647577,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Arts,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Regional Open Space,3000059,34.114442,-118.334006,2580 Cahuenga Blvd. East,Los Angeles,90068,<Null>,General: (323) 856-5793,Yes
14276,100110,Woodcrest Play Park,Woodcrest Play Park,Open Access,0.08,0.07894827,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,,No,No,No,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,Local Park,3001848,33.93986368,-118.29986701,1340  W. 106th St,Los Angeles,90044,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",,Yes
14677,100111,Tameobit Wildlife Sanctuary,Temeobit Wildlife Sanctuary,Open Access,83.750262,83.73026162,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3001855,34.609094,-117.832868,E. Avenue P and 164th St. East,Lake Los Angeles,93591,<Null>,General: (661) 944-6881,Yes
14678,45402,Stephen Sorensen Park,Stephen Sorensen Park,Open Access,22.918671,22.91867076,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 100 Acres + Active Amenities,Yes,Yes,Yes,Good,Fair,None,0,0,2,1,0,1,0,0,0,2,0,1,0,1,1,0,1,2,8,0,Local Park,3000156,34.608301,-117.82399,16801 E. Ave. P,Palmdale,93591,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>Senior Nutrition Hours<br> Monday – Friday<br> 8:00 am to 2:00 pm<br> Drop-in: 2:00 pm to 4:00 pm<br><p>,"General: (661) 264-1249; Reservations: (800) 267-2757",Yes
15079,3161,La Mirada Community Regional Park,La Mirada RP,Open Access,75.7,75.69975305,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0,12,0,4,0,0,0,0,5,3,0,0,0,0,0,0,3,4,16,3,Local Park,3000082,33.90617,-118.006476,13701 S. Adelfa Ave.,La Mirada,90638,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (562) 902-5645; Reservations: (800) 404-5888",Yes
15086,6970,Eaton Canyon Natural Area and Nature Center,Eaton Canyon Park and Nature Ctr.,Open Access,219.08776937,219.087769,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Natural,Regional Openspace,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,3000052,34.183308,-118.096038,1750 N. Altadena Dr.,Pasadena,91001,March 1st to October 31st<br> Operating Hours<br> Tuesday - Sunday<br> 8:00am to 7:30pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 7:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Operating Hours<br> Tuesday - Sunday<br> 8:00 am to 5:00 pm<br> Closed Monday<br> <p> November 1st to February 28th<br> Staff and Programming Hours<br> Tuesday - Sunday<br> 9:00 am to 5:00 pm<br> Closed Monday<br> <p> Restroom Hours<br> Tuesday - Sunday<br> 8:30 am to 4:30 pm<br> Closed Monday<br> <p>,General: (626) 398-5420,Yes
15087,6229,"Earvin ""Magic"" Johnson Recreation Area",Earvin 'Magic' Johnson Rec. Area,Open Access,120.66,120.66054262,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Poor,2.3,0,0,0,3,0,1,0,26,1,0,0,0,0,0,0,3,0,0,35,Local Park,3000074,33.919756,-118.26035,905 E. El Segundo Blvd.,Los Angeles,90059,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm
<p>
Splash Pads<br>
May 1st to September 30th<br>
7 days a week
10:00a.m. to 7:00p.m.<br>","General: (323) 942-8457; Reservations: (800) 404-5888",Yes
15088,100023,Hollywood Bowl,Hollywood Bowl,Open Access,77.43,77.42897869,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Arts,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Regional Open Space,3000071,34.11270293,-118.33942896,2301 N. Highland Ave.,Los Angeles,90068,<Null>,General: (323) 850-2060,Yes
15091,100026,Vermont Median,Vermont Median,Open Access,1.63014924,1.63014924,"Los Angeles, County of",County,County Agency,http://dpw.lacounty.gov,"Los Angeles, County of",Node,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3001797,33.95504711,-118.29171345,S Vermont Ave and W 90th St,Los Angeles,90044,"Hours of Operations
10:30 a.m to 7:00 p.m.
Tuesday – Saturday",General: (310) 965-8608,No
15092,,Greater Whittier Regional Aquatic Center,Greater Whittier Regional Aquatic Center,Restricted Access,2.34789992,2.34789992,"Los Angeles, County of",County,County Agency,https://parks.lacounty.gov/greater-whittier-regional-aquatic-center/,Los Angeles County Department of Parks and Recreation,Special Use - Pool,Aquatic Center,No,,,Good,Good,N/a,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,6,10,0,0,Aquatic,,33.972981,-118.078698,8028 Pioneer Blvd.,Whittier,90606,Operating Hours:<br> Monday – Friday <br> 6:00am to 8:00pm<br> Saturday<br> 8:00am to 4:00pm<br> <p>,"General: (562) 345-3970
Reservations:<br>
(888) 239-6700<br>
<p>",Yes
15093,,Wishing Tree Park,Wishing Tree,Open Access,8.5,8.22110672,"Los Angeles, County of",County,County Agency,https://parks.lacounty.gov/wishing-tree-park/,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,No,,,Good,Good,,0,0,1,1,0,0,1,0,2,3,0,0,0,0,1,0,2,11,0,0,Local Park,,33.845833,-118.293448,255 San Fidel Ave.,La Puente,91746,"Operating Hours: <br>6:00 a.m. to 7 p.m. – Daily except December 25th, closed on December 25th
<br>
6:00 a.m. to 5 p.m. – Thanksgiving Day, Christmas Eve, & New Year’s Eve",,Yes
15094,,Nogales Park,Nogales Park,Open Access,0.478,0.47476631,"Los Angeles, County of",County,County Agency,https://parks.lacounty.gov/nogales-park/,Los Angeles County Department of Parks and Recreation,Pocket,,No,,,Good,,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,5,0,0,Local Park,,34.038559,-117.963422,2603 Grand Ave.,Huntington Park,90255,"Operating Hours: <br>Daily Staff Hours
Monday – Thursday
10:30 am to 8:00 pm
<br>
Friday
10:30 am to 7:00 pm
<br>
Saturday
8:30 am to 5:00 pm
<br>
Sunday
NO STAFF ON DUTY",General: (626) 821-4654,Yes
15096,44378,95th Street Park,95th Street Park,Open Access,0.16,0.16299093,"Los Angeles, County of",County,County Agency,https://parks.lacounty.gov/95th-street-park/,Los Angeles County Department of Parks and Recreation,Pocket Park,Park < 5 Acres,No,,,Good,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Local Park,44378,33.949371,-118.300572,9501 S Normandie Ave.,Los Angeles,90044,"Operating Hours:<br> Daily <br> 6:00am to 7:00pm<br>
Holiday Hours: <br>6:00 a.m. to 5 p.m. – Thanksgiving Day, Christmas Eve, & New Year’s Eve
<br>Closed December 25th",,Yes
15097,,Williams Ranch Park,Williams Ranch Park,Open Access,5.271,5.27133386,"Los Angeles, County of",County,County Agency,https://parks.lacounty.gov/williams-ranch-park/,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,No,,,Good,,No,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,5,0,0,Local Park,,34.460023,-118.635797,20400 Budlong Ave.,Torrance,90502,"Hours <br>
March - October 31 Park Hours: <br>6:30am to 8:00pm <br>
Restrooms Hours 7:00 am to 7:30 pm <br>

November- February 28 Park Hours: <br>6:00am to 5:30pm <br> 
Restrooms Hours: 7:00am to 5:30pm
",General: (661) 294-3500 <br> Reservations: (888) 239-6700 ,Yes
